paymentId,creditId,amount,paymentAt,paymentAcceptedAt,period,periodsTotal
P000288,A002199,129,2024-04-03T18:00:00.000Z,2024-04-03T19:16:00.000Z,4,22
P000289,A005068,495,2024-04-03T18:00:00.000Z,2024-04-03T18:09:00.000Z,1,21
P000290,A000227,187,2024-04-03T18:00:00.000Z,2024-04-03T18:48:00.000Z,6,32
P000291,A002559,392,2024-04-03T18:00:00.000Z,2024-04-03T19:57:00.000Z,4,32
P000292,A000844,681,2024-04-03T18:00:00.000Z,2024-04-03T21:06:00.000Z,5,35
P000293,A003686,2615,2024-04-03T18:00:00.000Z,2024-04-03T20:26:00.000Z,3,20
P000294,A001543,1972,2024-04-03T18:00:00.000Z,2024-04-03T20:44:00.000Z,5,25
P000295,A003466,602,2024-04-03T18:00:00.000Z,2024-04-03T20:47:00.000Z,3,47
P000296,A001277,7772,2024-04-03T18:00:00.000Z,2024-04-03T18:39:00.000Z,5,12
P000297,A004025,60,2024-04-03T18:00:00.000Z,2024-04-03T21:05:00.000Z,2,49
P000298,A005482,55,2024-04-03T18:00:00.000Z,2024-04-03T21:04:00.000Z,1,28
P000299,A001501,698,2024-04-03T18:00:00.000Z,2024-04-03T18:29:00.000Z,5,39
P000300,A003285,216,2024-04-03T18:00:00.000Z,2024-04-03T20:44:00.000Z,3,23
P000301,A000673,133,2024-04-03T18:00:00.000Z,2024-04-03T20:27:00.000Z,6,40
P000302,A002306,1730,2024-04-03T18:00:00.000Z,2024-04-03T19:54:00.000Z,4,20
P000303,A003371,3052,2024-04-04T18:00:00.000Z,2024-04-04T18:34:00.000Z,3,28
P000304,A005072,51,2024-04-04T18:00:00.000Z,2024-04-04T18:08:00.000Z,1,48
P000305,A003873,222,2024-04-04T18:00:00.000Z,2024-04-04T19:52:00.000Z,2,10
P000306,A000844,767,2024-04-04T18:00:00.000Z,2024-04-04T20:51:00.000Z,5,35
P000307,A002627,905,2024-04-04T18:00:00.000Z,2024-04-04T18:35:00.000Z,4,10
P000308,A004481,244,2024-04-04T18:00:00.000Z,2024-04-04T21:46:00.000Z,2,27
P000309,A003336,256,2024-04-04T18:00:00.000Z,2024-04-04T21:58:00.000Z,3,25
P000310,A005536,103,2024-04-04T18:00:00.000Z,2024-04-04T19:29:00.000Z,1,25
P000311,A000053,217,2024-04-04T18:00:00.000Z,2024-04-04T18:15:00.000Z,7,34
P000312,A002663,2957,2024-04-04T18:00:00.000Z,2024-04-04T19:18:00.000Z,4,19
P000313,A001755,2880,2024-04-04T18:00:00.000Z,2024-04-04T20:31:00.000Z,5,11
P000314,A001949,464,2024-04-04T18:00:00.000Z,2024-04-04T18:15:00.000Z,5,27
P000315,A005580,2989,2024-04-05T18:00:00.000Z,2024-04-05T19:04:00.000Z,1,8
P000316,A001981,2111,2024-04-05T18:00:00.000Z,2024-04-05T21:33:00.000Z,5,31
P000317,A003046,320,2024-04-05T18:00:00.000Z,2024-04-05T21:41:00.000Z,3,34
P000318,A004874,535,2024-04-05T18:00:00.000Z,2024-04-05T21:22:00.000Z,1,5
P000319,A002111,3683,2024-04-05T18:00:00.000Z,2024-04-05T20:17:00.000Z,5,8
P000320,A001341,1066,2024-04-05T18:00:00.000Z,2024-04-05T20:58:00.000Z,5,36
P000321,A001624,175,2024-04-06T18:00:00.000Z,2024-04-06T18:01:00.000Z,5,52
P000322,A000762,340,2024-04-06T18:00:00.000Z,2024-04-06T18:13:00.000Z,6,38
P000323,A004969,688,2024-04-06T18:00:00.000Z,2024-04-06T21:07:00.000Z,1,32
P000324,A001429,1398,2024-04-06T18:00:00.000Z,2024-04-06T19:47:00.000Z,5,20
P000325,A003682,5399,2024-04-06T18:00:00.000Z,2024-04-06T18:03:00.000Z,3,13
P000326,A005200,379,2024-04-06T18:00:00.000Z,2024-04-06T18:20:00.000Z,1,19
P000327,A003265,164,2024-04-06T18:00:00.000Z,2024-04-06T20:19:00.000Z,3,24
P000328,A003832,438,2024-04-06T18:00:00.000Z,2024-04-06T21:58:00.000Z,3,21
P000329,A000306,1716,2024-04-06T18:00:00.000Z,2024-04-06T18:01:00.000Z,6,18
P000330,A003270,231,2024-04-06T18:00:00.000Z,2024-04-06T21:32:00.000Z,3,11
P000331,A001547,1233,2024-04-06T18:00:00.000Z,2024-04-06T21:46:00.000Z,5,38
P000332,A003159,919,2024-04-06T18:00:00.000Z,2024-04-06T19:03:00.000Z,3,51
P000333,A002172,702,2024-04-06T18:00:00.000Z,2024-04-06T18:04:00.000Z,5,52
P000334,A005408,1180,2024-04-06T18:00:00.000Z,2024-04-06T21:14:00.000Z,1,5
P000335,A000555,1798,2024-04-06T18:00:00.000Z,2024-04-06T18:05:00.000Z,6,25
P000336,A000059,375,2024-04-06T18:00:00.000Z,2024-04-06T21:49:00.000Z,7,43
P000337,A002410,794,2024-04-06T18:00:00.000Z,2024-04-06T21:22:00.000Z,4,12
P000338,A004998,179,2024-04-06T18:00:00.000Z,2024-04-06T21:39:00.000Z,1,14
P000339,A004948,1124,2024-04-07T18:00:00.000Z,2024-04-07T21:57:00.000Z,1,25
P000340,A000227,195,2024-04-07T18:00:00.000Z,2024-04-07T21:30:00.000Z,7,32
P000341,A001708,176,2024-04-07T18:00:00.000Z,2024-04-07T19:51:00.000Z,5,24
P000342,A002262,2529,2024-04-07T18:00:00.000Z,2024-04-07T21:51:00.000Z,4,8
P000343,A001258,614,2024-04-07T18:00:00.000Z,2024-04-07T19:55:00.000Z,6,52
P000344,A002687,1333,2024-04-07T18:00:00.000Z,2024-04-07T20:36:00.000Z,4,34
P000345,A001720,411,2024-04-07T18:00:00.000Z,2024-04-07T18:48:00.000Z,5,18
P000346,A002628,1240,2024-04-07T18:00:00.000Z,2024-04-07T20:38:00.000Z,4,32
P000347,A001201,1940,2024-04-07T18:00:00.000Z,2024-04-07T19:56:00.000Z,6,23
P000348,A003674,380,2024-04-07T18:00:00.000Z,2024-04-07T20:49:00.000Z,3,41
P000349,A002868,13777,2024-04-07T18:00:00.000Z,2024-04-07T20:39:00.000Z,4,7
P000350,A000298,1417,2024-04-07T18:00:00.000Z,2024-04-07T20:57:00.000Z,7,32
P000351,A005472,1216,2024-04-07T18:00:00.000Z,2024-04-07T18:12:00.000Z,1,23
P000352,A003889,489,2024-04-07T18:00:00.000Z,2024-04-07T18:35:00.000Z,3,31
P000353,A002047,441,2024-04-07T18:00:00.000Z,2024-04-07T20:51:00.000Z,5,18
P000354,A000436,392,2024-04-07T18:00:00.000Z,2024-04-07T21:28:00.000Z,7,48
P000355,A001733,142,2024-04-07T18:00:00.000Z,2024-04-07T18:01:00.000Z,5,20
P000356,A002520,537,2024-04-07T18:00:00.000Z,2024-04-07T18:19:00.000Z,4,14
P000357,A000860,88,2024-04-07T18:00:00.000Z,2024-04-07T21:02:00.000Z,6,46
P000358,A001339,6362,2024-04-07T18:00:00.000Z,2024-04-07T19:50:00.000Z,6,14
P000359,A003969,128,2024-04-07T18:00:00.000Z,2024-04-07T20:52:00.000Z,3,20
P000360,A005699,79,2024-04-08T18:00:00.000Z,2024-04-08T20:48:00.000Z,1,43
P000361,A000411,16819,2024-04-08T18:00:00.000Z,2024-04-08T18:45:00.000Z,7,8
P000362,A005643,265,2024-04-08T18:00:00.000Z,2024-04-08T18:16:00.000Z,1,48
P000363,A005653,1556,2024-04-08T18:00:00.000Z,2024-04-08T21:44:00.000Z,1,7
P000364,A002034,6155,2024-04-08T18:00:00.000Z,2024-04-08T19:07:00.000Z,5,8
P000365,A003941,3135,2024-04-08T18:00:00.000Z,2024-04-08T21:47:00.000Z,3,6
P000366,A001731,6606,2024-04-08T18:00:00.000Z,2024-04-08T21:25:00.000Z,5,8
P000367,A005269,192,2024-04-08T18:00:00.000Z,2024-04-08T18:25:00.000Z,1,7
P000368,A000436,370,2024-04-08T18:00:00.000Z,2024-04-08T20:29:00.000Z,7,48
P000369,A004247,551,2024-04-08T18:00:00.000Z,2024-04-08T21:42:00.000Z,2,14
P000370,A000321,271,2024-04-08T18:00:00.000Z,2024-04-08T18:33:00.000Z,7,43
P000371,A000809,9240,2024-04-09T18:00:00.000Z,2024-04-09T20:34:00.000Z,6,11
P000372,A003421,435,2024-04-09T18:00:00.000Z,2024-04-09T18:54:00.000Z,3,15
P000373,A004396,178,2024-04-09T18:00:00.000Z,2024-04-09T18:33:00.000Z,2,20
P000374,A005639,657,2024-04-09T18:00:00.000Z,2024-04-09T18:39:00.000Z,1,32
P000375,A001766,1773,2024-04-09T18:00:00.000Z,2024-04-09T21:53:00.000Z,5,14
P000376,A003802,4410,2024-04-09T18:00:00.000Z,2024-04-09T20:02:00.000Z,3,6
P000377,A005885,172,2024-04-09T18:00:00.000Z,2024-04-09T20:08:00.000Z,1,42
P000378,A002564,894,2024-04-09T18:00:00.000Z,2024-04-09T20:52:00.000Z,4,36
P000379,A001866,1238,2024-04-09T18:00:00.000Z,2024-04-09T21:55:00.000Z,5,52
P000380,A000651,495,2024-04-09T18:00:00.000Z,2024-04-09T19:26:00.000Z,6,50
P000381,A000973,1191,2024-04-09T18:00:00.000Z,2024-04-09T18:36:00.000Z,6,24
P000382,A004944,2075,2024-04-09T18:00:00.000Z,2024-04-09T21:31:00.000Z,2,20
P000383,A003068,1684,2024-04-10T18:00:00.000Z,2024-04-10T18:56:00.000Z,4,16
P000384,A001174,312,2024-04-10T18:00:00.000Z,2024-04-10T19:53:00.000Z,6,41
P000385,A005821,124,2024-04-10T18:00:00.000Z,2024-04-10T20:45:00.000Z,1,52
P000386,A001766,760,2024-04-10T18:00:00.000Z,2024-04-10T18:24:00.000Z,5,14
P000387,A001845,382,2024-04-10T18:00:00.000Z,2024-04-10T20:48:00.000Z,5,38
P000388,A002426,1320,2024-04-10T18:00:00.000Z,2024-04-10T18:29:00.000Z,4,13
P000389,A002959,1249,2024-04-10T18:00:00.000Z,2024-04-10T18:37:00.000Z,4,24
P000390,A000962,2755,2024-04-10T18:00:00.000Z,2024-04-10T20:05:00.000Z,6,33
P000391,A000101,1383,2024-04-10T18:00:00.000Z,2024-04-10T20:44:00.000Z,7,45
P000392,A005151,202,2024-04-10T18:00:00.000Z,2024-04-10T19:56:00.000Z,1,48
P000393,A002388,3581,2024-04-10T18:00:00.000Z,2024-04-10T18:30:00.000Z,5,14
P000394,A005402,103,2024-04-10T18:00:00.000Z,2024-04-10T20:19:00.000Z,1,52
P000395,A006016,263,2024-04-10T18:00:00.000Z,2024-04-10T18:15:00.000Z,1,11
P000396,A004489,619,2024-04-10T18:00:00.000Z,2024-04-10T19:15:00.000Z,2,25
P000397,A001439,276,2024-04-10T18:00:00.000Z,2024-04-10T21:16:00.000Z,6,33
P000398,A005405,73,2024-04-10T18:00:00.000Z,2024-04-10T18:46:00.000Z,1,44
P000399,A005849,874,2024-04-10T18:00:00.000Z,2024-04-10T19:39:00.000Z,1,26
P000400,A001949,579,2024-04-10T18:00:00.000Z,2024-04-10T18:17:00.000Z,5,27
P000401,A005822,563,2024-04-11T18:00:00.000Z,2024-04-11T18:56:00.000Z,1,39
P000402,A000949,162,2024-04-11T18:00:00.000Z,2024-04-11T21:33:00.000Z,6,47
P000403,A005077,188,2024-04-11T18:00:00.000Z,2024-04-11T18:21:00.000Z,2,16
P000404,A005830,580,2024-04-11T18:00:00.000Z,2024-04-11T21:50:00.000Z,1,21
P000405,A000178,1359,2024-04-11T18:00:00.000Z,2024-04-11T20:06:00.000Z,6,18
P000406,A000969,5776,2024-04-11T18:00:00.000Z,2024-04-11T19:54:00.000Z,6,14
P000407,A003955,1982,2024-04-11T18:00:00.000Z,2024-04-11T18:10:00.000Z,3,10
P000408,A002002,81,2024-04-11T18:00:00.000Z,2024-04-11T20:24:00.000Z,5,49
P000409,A000015,2437,2024-04-12T18:00:00.000Z,2024-04-12T21:14:00.000Z,7,33
P000410,A000637,1298,2024-04-12T18:00:00.000Z,2024-04-12T20:24:00.000Z,7,12
P000411,A000890,834,2024-04-12T18:00:00.000Z,2024-04-12T21:48:00.000Z,6,50
P000412,A002741,989,2024-04-12T18:00:00.000Z,2024-04-12T20:35:00.000Z,4,45
P000413,A003142,177,2024-04-12T18:00:00.000Z,2024-04-12T19:18:00.000Z,4,38
P000414,A001720,382,2024-04-12T18:00:00.000Z,2024-04-12T21:04:00.000Z,5,18
P000415,A005385,837,2024-04-12T18:00:00.000Z,2024-04-12T19:05:00.000Z,1,20
P000416,A003822,110,2024-04-12T18:00:00.000Z,2024-04-12T20:27:00.000Z,3,38
P000417,A002632,986,2024-04-12T18:00:00.000Z,2024-04-12T20:49:00.000Z,4,21
P000418,A006125,406,2024-04-12T18:00:00.000Z,2024-04-12T21:02:00.000Z,1,39
P000419,A000110,5386,2024-04-12T18:00:00.000Z,2024-04-12T20:13:00.000Z,7,15
P000420,A003762,2489,2024-04-12T18:00:00.000Z,2024-04-12T20:51:00.000Z,3,25
P000421,A004434,130,2024-04-12T18:00:00.000Z,2024-04-12T19:20:00.000Z,2,39
P000422,A002520,609,2024-04-12T18:00:00.000Z,2024-04-12T19:32:00.000Z,5,14
P000423,A000858,47571,2024-04-12T18:00:00.000Z,2024-04-12T19:07:00.000Z,6,6
P000424,A000054,2863,2024-04-12T18:00:00.000Z,2024-04-12T19:55:00.000Z,6,7
P000425,A003285,171,2024-04-12T18:00:00.000Z,2024-04-12T20:42:00.000Z,4,23
P000426,A004998,127,2024-04-12T18:00:00.000Z,2024-04-12T21:45:00.000Z,2,14
P000427,A004656,160,2024-04-13T18:00:00.000Z,2024-04-13T21:40:00.000Z,2,42
P000428,A003314,2425,2024-04-13T18:00:00.000Z,2024-04-13T19:28:00.000Z,4,15
P000429,A004405,403,2024-04-13T18:00:00.000Z,2024-04-13T20:05:00.000Z,2,47
P000430,A003145,3142,2024-04-13T18:00:00.000Z,2024-04-13T20:14:00.000Z,4,10
P000431,A005954,264,2024-04-13T18:00:00.000Z,2024-04-13T21:32:00.000Z,1,8
P000432,A003336,314,2024-04-13T18:00:00.000Z,2024-04-13T21:58:00.000Z,4,25
P000433,A005536,48,2024-04-13T18:00:00.000Z,2024-04-13T18:23:00.000Z,1,25
P000434,A003767,2237,2024-04-13T18:00:00.000Z,2024-04-13T18:55:00.000Z,3,23
P000435,A001286,675,2024-04-13T18:00:00.000Z,2024-04-13T19:18:00.000Z,6,52
P000436,A005425,1822,2024-04-13T18:00:00.000Z,2024-04-13T21:45:00.000Z,1,13
P000437,A001953,201,2024-04-14T18:00:00.000Z,2024-04-14T22:00:00.000Z,5,33
P000438,A001846,703,2024-04-14T18:00:00.000Z,2024-04-14T21:37:00.000Z,5,51
P000439,A005077,175,2024-04-14T18:00:00.000Z,2024-04-14T20:14:00.000Z,2,16
P000440,A000955,579,2024-04-14T18:00:00.000Z,2024-04-14T21:11:00.000Z,6,32
P000441,A004914,293,2024-04-14T18:00:00.000Z,2024-04-14T20:17:00.000Z,2,29
P000442,A003821,80,2024-04-14T18:00:00.000Z,2024-04-14T21:42:00.000Z,3,18
P000443,A000728,1488,2024-04-14T18:00:00.000Z,2024-04-14T19:39:00.000Z,7,21
P000444,A002111,3874,2024-04-14T18:00:00.000Z,2024-04-14T18:53:00.000Z,5,8
P000445,A002521,1211,2024-04-14T18:00:00.000Z,2024-04-14T21:39:00.000Z,5,42
P000446,A001341,866,2024-04-14T18:00:00.000Z,2024-04-14T19:00:00.000Z,6,36
P000447,A005926,306,2024-04-14T18:00:00.000Z,2024-04-14T20:37:00.000Z,1,44
P000448,A003924,499,2024-04-15T18:00:00.000Z,2024-04-15T20:36:00.000Z,3,30
P000449,A001766,1095,2024-04-15T18:00:00.000Z,2024-04-15T18:01:00.000Z,6,14
P000450,A001706,1077,2024-04-15T18:00:00.000Z,2024-04-15T20:06:00.000Z,6,44
P000451,A003030,122,2024-04-15T18:00:00.000Z,2024-04-15T19:54:00.000Z,4,48
P000452,A003186,63,2024-04-15T18:00:00.000Z,2024-04-15T20:32:00.000Z,4,28
P000453,A001201,1540,2024-04-15T18:00:00.000Z,2024-04-15T21:38:00.000Z,6,23
P000454,A002585,4982,2024-04-15T18:00:00.000Z,2024-04-15T18:42:00.000Z,5,9
P000455,A001940,711,2024-04-15T18:00:00.000Z,2024-04-15T20:46:00.000Z,5,38
P000456,A003845,1095,2024-04-15T18:00:00.000Z,2024-04-15T20:48:00.000Z,3,13
P000457,A005287,305,2024-04-15T18:00:00.000Z,2024-04-15T19:23:00.000Z,2,7
P000458,A003068,1489,2024-05-01T18:00:00.000Z,2024-05-01T18:54:00.000Z,5,16
P000459,A002685,831,2024-05-01T18:00:00.000Z,2024-05-01T21:17:00.000Z,6,33
P000460,A006115,61,2024-05-01T18:00:00.000Z,2024-05-01T18:56:00.000Z,2,52
P000461,A001074,5571,2024-05-01T18:00:00.000Z,2024-05-01T19:20:00.000Z,7,12
P000462,A004605,386,2024-05-01T18:00:00.000Z,2024-05-01T21:23:00.000Z,3,40
P000463,A004222,196,2024-05-01T18:00:00.000Z,2024-05-01T19:16:00.000Z,4,36
P000464,A005656,103,2024-05-01T18:00:00.000Z,2024-05-01T19:47:00.000Z,2,16
P000465,A003320,83,2024-05-01T18:00:00.000Z,2024-05-01T20:45:00.000Z,5,35
P000466,A001588,481,2024-05-01T18:00:00.000Z,2024-05-01T20:58:00.000Z,7,34
P000467,A003322,2832,2024-05-01T18:00:00.000Z,2024-05-01T20:53:00.000Z,5,16
P000468,A000971,6616,2024-05-01T18:00:00.000Z,2024-05-01T21:11:00.000Z,8,16
P000469,A001733,154,2024-05-01T18:00:00.000Z,2024-05-01T20:58:00.000Z,7,20
P000470,A000441,710,2024-05-01T18:00:00.000Z,2024-05-01T18:27:00.000Z,7,34
P000471,A001878,1518,2024-05-01T18:00:00.000Z,2024-05-01T19:18:00.000Z,7,41
P000472,A003122,2049,2024-05-02T18:00:00.000Z,2024-05-02T19:56:00.000Z,5,26
P000473,A006518,318,2024-05-02T18:00:00.000Z,2024-05-02T21:22:00.000Z,1,7
P000474,A000405,1356,2024-05-02T18:00:00.000Z,2024-05-02T20:06:00.000Z,8,36
P000475,A001303,598,2024-05-02T18:00:00.000Z,2024-05-02T19:31:00.000Z,7,14
P000476,A004656,117,2024-05-02T18:00:00.000Z,2024-05-02T18:24:00.000Z,3,42
P000477,A001268,3617,2024-05-02T18:00:00.000Z,2024-05-02T18:27:00.000Z,7,14
P000478,A003747,1496,2024-05-02T18:00:00.000Z,2024-05-02T18:12:00.000Z,4,16
P000479,A001929,1032,2024-05-02T18:00:00.000Z,2024-05-02T20:17:00.000Z,7,47
P000480,A005275,254,2024-05-02T18:00:00.000Z,2024-05-02T18:44:00.000Z,3,17
P000481,A004688,34,2024-05-02T18:00:00.000Z,2024-05-02T18:23:00.000Z,3,44
P000482,A004821,733,2024-05-02T18:00:00.000Z,2024-05-02T21:54:00.000Z,3,38
P000483,A006209,548,2024-05-03T18:00:00.000Z,2024-05-03T18:05:00.000Z,2,29
P000484,A005130,1458,2024-05-03T18:00:00.000Z,2024-05-03T20:46:00.000Z,3,41
P000485,A000406,529,2024-05-03T18:00:00.000Z,2024-05-03T19:36:00.000Z,8,29
P000486,A006459,282,2024-05-03T18:00:00.000Z,2024-05-03T18:08:00.000Z,2,14
P000487,A004329,129,2024-05-03T18:00:00.000Z,2024-05-03T21:36:00.000Z,4,47
P000488,A000762,400,2024-05-03T18:00:00.000Z,2024-05-03T21:40:00.000Z,8,38
P000489,A002488,106,2024-05-03T18:00:00.000Z,2024-05-03T19:52:00.000Z,6,45
P000490,A004618,61,2024-05-03T18:00:00.000Z,2024-05-03T18:57:00.000Z,4,40
P000491,A000062,390,2024-05-03T18:00:00.000Z,2024-05-03T20:52:00.000Z,9,20
P000492,A002717,394,2024-05-03T18:00:00.000Z,2024-05-03T18:16:00.000Z,6,16
P000493,A006033,76,2024-05-03T18:00:00.000Z,2024-05-03T19:43:00.000Z,2,29
P000494,A005425,2696,2024-05-03T18:00:00.000Z,2024-05-03T20:37:00.000Z,3,13
P000495,A006795,110,2024-05-04T18:00:00.000Z,2024-05-04T19:58:00.000Z,1,37
P000496,A001298,1688,2024-05-04T18:00:00.000Z,2024-05-04T20:06:00.000Z,7,36
P000497,A005382,236,2024-05-04T18:00:00.000Z,2024-05-04T19:24:00.000Z,3,33
P000498,A006291,23,2024-05-04T18:00:00.000Z,2024-05-04T19:33:00.000Z,2,48
P000499,A001012,1435,2024-05-04T18:00:00.000Z,2024-05-04T20:57:00.000Z,8,17
P000500,A006648,680,2024-05-04T18:00:00.000Z,2024-05-04T18:13:00.000Z,1,19
P000501,A001136,329,2024-05-04T18:00:00.000Z,2024-05-04T18:46:00.000Z,8,51
P000502,A002152,138,2024-05-04T18:00:00.000Z,2024-05-04T19:48:00.000Z,6,31
P000503,A007201,582,2024-05-04T18:00:00.000Z,2024-05-04T20:44:00.000Z,1,32
P000504,A005962,290,2024-05-04T18:00:00.000Z,2024-05-04T19:38:00.000Z,2,47
P000505,A006730,148,2024-05-04T18:00:00.000Z,2024-05-04T21:29:00.000Z,1,45
P000506,A007471,60,2024-05-04T18:00:00.000Z,2024-05-04T21:25:00.000Z,1,30
P000507,A000969,6601,2024-05-04T18:00:00.000Z,2024-05-04T20:16:00.000Z,8,14
P000508,A006253,522,2024-05-04T18:00:00.000Z,2024-05-04T21:41:00.000Z,2,39
P000509,A001386,242,2024-05-04T18:00:00.000Z,2024-05-04T21:13:00.000Z,7,52
P000510,A002701,1461,2024-05-04T18:00:00.000Z,2024-05-04T18:23:00.000Z,6,40
P000511,A005676,224,2024-05-04T18:00:00.000Z,2024-05-04T18:30:00.000Z,3,26
P000512,A004944,2075,2024-05-04T18:00:00.000Z,2024-05-04T19:28:00.000Z,3,20
P000513,A005746,126,2024-05-04T18:00:00.000Z,2024-05-04T19:54:00.000Z,2,44
P000514,A005933,136,2024-05-05T18:00:00.000Z,2024-05-05T19:59:00.000Z,2,41
P000515,A003921,69,2024-05-05T18:00:00.000Z,2024-05-05T18:28:00.000Z,4,41
P000516,A004897,375,2024-05-05T18:00:00.000Z,2024-05-05T20:23:00.000Z,3,18
P000517,A007243,700,2024-05-05T18:00:00.000Z,2024-05-05T18:50:00.000Z,1,46
P000518,A003371,1626,2024-05-05T18:00:00.000Z,2024-05-05T18:22:00.000Z,5,28
P000519,A003935,182,2024-05-05T18:00:00.000Z,2024-05-05T19:43:00.000Z,4,29
P000520,A007454,4685,2024-05-05T18:00:00.000Z,2024-05-05T20:23:00.000Z,1,5
P000521,A002439,1064,2024-05-05T18:00:00.000Z,2024-05-05T20:57:00.000Z,6,47
P000522,A006180,908,2024-05-05T18:00:00.000Z,2024-05-05T21:00:00.000Z,2,12
P000523,A003322,2673,2024-05-05T18:00:00.000Z,2024-05-05T19:37:00.000Z,5,16
P000524,A005350,45,2024-05-05T18:00:00.000Z,2024-05-05T20:04:00.000Z,3,40
P000525,A000056,1679,2024-05-05T18:00:00.000Z,2024-05-05T21:01:00.000Z,9,43
P000526,A004191,1905,2024-05-06T18:00:00.000Z,2024-05-06T20:44:00.000Z,4,49
P000527,A005228,160,2024-05-06T18:00:00.000Z,2024-05-06T19:09:00.000Z,3,31
P000528,A002128,1853,2024-05-06T18:00:00.000Z,2024-05-06T20:24:00.000Z,7,29
P000529,A000937,14582,2024-05-06T18:00:00.000Z,2024-05-06T21:10:00.000Z,8,9
P000530,A002539,393,2024-05-06T18:00:00.000Z,2024-05-06T20:11:00.000Z,6,18
P000531,A002254,1582,2024-05-06T18:00:00.000Z,2024-05-06T21:07:00.000Z,6,36
P000532,A005303,461,2024-05-06T18:00:00.000Z,2024-05-06T21:47:00.000Z,3,33
P000533,A002906,238,2024-05-06T18:00:00.000Z,2024-05-06T21:13:00.000Z,5,35
P000534,A000821,1012,2024-05-06T18:00:00.000Z,2024-05-06T21:12:00.000Z,8,38
P000535,A001353,432,2024-05-06T18:00:00.000Z,2024-05-06T19:23:00.000Z,7,26
P000536,A001842,576,2024-05-06T18:00:00.000Z,2024-05-06T18:59:00.000Z,7,20
P000537,A000016,374,2024-05-06T18:00:00.000Z,2024-05-06T20:36:00.000Z,9,49
P000538,A007070,221,2024-05-06T18:00:00.000Z,2024-05-06T18:10:00.000Z,1,36
P000539,A001135,3402,2024-05-06T18:00:00.000Z,2024-05-06T19:27:00.000Z,8,13
P000540,A004729,456,2024-05-06T18:00:00.000Z,2024-05-06T21:31:00.000Z,4,30
P000541,A005142,1579,2024-05-06T18:00:00.000Z,2024-05-06T18:11:00.000Z,3,8
P000542,A000959,2521,2024-05-06T18:00:00.000Z,2024-05-06T18:09:00.000Z,8,20
P000543,A005092,1876,2024-05-06T18:00:00.000Z,2024-05-06T20:35:00.000Z,3,9
P000544,A004747,11286,2024-05-06T18:00:00.000Z,2024-05-06T20:54:00.000Z,4,6
P000545,A000441,621,2024-05-06T18:00:00.000Z,2024-05-06T19:14:00.000Z,7,34
P000546,A004751,194,2024-05-06T18:00:00.000Z,2024-05-06T21:42:00.000Z,4,41
P000547,A000979,2041,2024-05-06T18:00:00.000Z,2024-05-06T21:58:00.000Z,8,23
P000548,A005408,877,2024-05-06T18:00:00.000Z,2024-05-06T21:42:00.000Z,3,5
P000549,A001232,3240,2024-05-06T18:00:00.000Z,2024-05-06T21:04:00.000Z,8,29
P000550,A001508,1383,2024-05-06T18:00:00.000Z,2024-05-06T18:18:00.000Z,7,13
P000551,A004322,145,2024-05-07T18:00:00.000Z,2024-05-07T20:45:00.000Z,4,21
P000552,A001470,1063,2024-05-07T18:00:00.000Z,2024-05-07T21:07:00.000Z,7,47
P000553,A004170,1879,2024-05-07T18:00:00.000Z,2024-05-07T19:45:00.000Z,4,28
P000554,A003270,366,2024-05-07T18:00:00.000Z,2024-05-07T20:40:00.000Z,5,11
P000555,A000973,1261,2024-05-07T18:00:00.000Z,2024-05-07T21:11:00.000Z,8,24
P000556,A007480,303,2024-05-07T18:00:00.000Z,2024-05-07T18:20:00.000Z,1,50
P000557,A006433,402,2024-05-07T18:00:00.000Z,2024-05-07T18:48:00.000Z,2,48
P000558,A003639,280,2024-05-07T18:00:00.000Z,2024-05-07T21:53:00.000Z,5,19
P000559,A004136,362,2024-05-07T18:00:00.000Z,2024-05-07T19:30:00.000Z,4,18
P000560,A001402,691,2024-05-08T18:00:00.000Z,2024-05-08T19:59:00.000Z,7,29
P000561,A006795,143,2024-05-08T18:00:00.000Z,2024-05-08T18:31:00.000Z,1,37
P000562,A000152,968,2024-05-08T18:00:00.000Z,2024-05-08T19:34:00.000Z,9,35
P000563,A004327,581,2024-05-08T18:00:00.000Z,2024-05-08T21:46:00.000Z,4,37
P000564,A002426,1073,2024-05-08T18:00:00.000Z,2024-05-08T19:04:00.000Z,6,13
P000565,A007311,600,2024-05-08T18:00:00.000Z,2024-05-08T21:38:00.000Z,1,23
P000566,A007070,214,2024-05-08T18:00:00.000Z,2024-05-08T21:55:00.000Z,1,36
P000567,A002325,189,2024-05-08T18:00:00.000Z,2024-05-08T21:09:00.000Z,6,32
P000568,A001012,863,2024-05-08T18:00:00.000Z,2024-05-08T19:58:00.000Z,8,17
P000569,A006648,680,2024-05-08T18:00:00.000Z,2024-05-08T18:51:00.000Z,2,19
P000570,A005385,903,2024-05-08T18:00:00.000Z,2024-05-08T21:42:00.000Z,3,20
P000571,A003747,2152,2024-05-08T18:00:00.000Z,2024-05-08T21:14:00.000Z,5,16
P000572,A002577,2741,2024-05-08T18:00:00.000Z,2024-05-08T20:39:00.000Z,6,14
P000573,A005789,421,2024-05-08T18:00:00.000Z,2024-05-08T20:50:00.000Z,3,48
P000574,A000196,237,2024-05-08T18:00:00.000Z,2024-05-08T19:10:00.000Z,9,48
P000575,A007549,509,2024-05-08T18:00:00.000Z,2024-05-08T18:04:00.000Z,1,9
