id,clientId,salary,requestedAmount,creditApproved,annualPercentageRate,periodsPerYear,periodsTotal,requestAt,approved,approvedAt,rejected,rejectedAt,reason
A000200,C1890,42493,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T18:15:00.000Z,NOT APPROVED
A000201,C1893,49295,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T18:30:00.000Z,NOT APPROVED
A000202,C1897,56540,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T21:49:00.000Z,NOT APPROVED
A000203,C1902,91462,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T19:57:00.000Z,NOT APPROVED
A000204,C1933,46367,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T21:06:00.000Z,NOT APPROVED
A000205,C1935,50244,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T21:02:00.000Z,NOT APPROVED
A000206,C1940,72937,0,0,0,0,0,2024-01-03T18:00:00.000Z,false,null,true,2024-01-03T21:20:00.000Z,NOT APPROVED
A000207,C1950,47137,34698,32277,0.15,24,12,2024-01-03T18:00:00.000Z,true,2024-01-03T21:13:00.000Z,false,null,null
A000208,C1976,55695,47461,38902,0.12,24,44,2024-01-03T18:00:00.000Z,true,2024-01-03T19:37:00.000Z,false,null,null
A000209,C1033,48882,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:14:00.000Z,NOT APPROVED
A000210,C1034,33127,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:20:00.000Z,NOT APPROVED
A000211,C1057,52156,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:14:00.000Z,NOT APPROVED
A000212,C1069,39300,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:09:00.000Z,NOT APPROVED
A000213,C1081,37600,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:51:00.000Z,NOT APPROVED
A000214,C1096,65267,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T20:21:00.000Z,NOT APPROVED
A000215,C1101,44497,42036,41346,0.08,24,5,2024-01-04T18:00:00.000Z,true,2024-01-04T19:10:00.000Z,false,null,null
A000216,C1105,42855,42482,36701,0.14,24,27,2024-01-04T18:00:00.000Z,true,2024-01-04T19:08:00.000Z,false,null,null
A000217,C1120,13386,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:47:00.000Z,NOT APPROVED
A000218,C1132,64702,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:47:00.000Z,NOT APPROVED
A000219,C1137,32322,27557,26141,0.1,24,13,2024-01-04T18:00:00.000Z,true,2024-01-04T18:07:00.000Z,false,null,null
A000220,C1147,62287,39674,32890,0.15,24,33,2024-01-04T18:00:00.000Z,true,2024-01-04T20:24:00.000Z,false,null,null
A000221,C1171,12657,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:37:00.000Z,NOT APPROVED
A000222,C1174,32977,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:25:00.000Z,NOT APPROVED
A000223,C1176,21529,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T20:12:00.000Z,NOT APPROVED
A000224,C1210,38154,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:49:00.000Z,NOT APPROVED
A000225,C1250,36577,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:30:00.000Z,NOT APPROVED
A000226,C1263,64253,46126,41092,0.07,24,42,2024-01-04T18:00:00.000Z,true,2024-01-04T18:37:00.000Z,false,null,null
A000227,C1279,8951,5024,4595,0.07,24,32,2024-01-04T18:00:00.000Z,true,2024-01-04T21:45:00.000Z,false,null,null
A000228,C1291,50584,34603,31818,0.1,24,21,2024-01-04T18:00:00.000Z,true,2024-01-04T19:06:00.000Z,false,null,null
A000229,C1296,47107,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:45:00.000Z,NOT APPROVED
A000230,C1298,40578,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T20:47:00.000Z,NOT APPROVED
A000231,C1303,17232,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:09:00.000Z,CLIENT REJECTS
A000232,C1321,40224,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:17:00.000Z,NOT APPROVED
A000233,C1323,70910,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:57:00.000Z,NOT APPROVED
A000234,C1331,20738,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:05:00.000Z,NOT APPROVED
A000235,C1354,74093,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:27:00.000Z,NOT APPROVED
A000236,C1355,52389,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:14:00.000Z,NOT APPROVED
A000237,C1417,13117,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:51:00.000Z,NOT APPROVED
A000238,C1419,53418,49588,43403,0.09,24,38,2024-01-04T18:00:00.000Z,true,2024-01-04T18:16:00.000Z,false,null,null
A000239,C1432,10688,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:27:00.000Z,NOT APPROVED
A000240,C1466,43943,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:33:00.000Z,NOT APPROVED
A000241,C1484,37484,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:17:00.000Z,NOT APPROVED
A000242,C1486,68750,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:59:00.000Z,NOT APPROVED
A000243,C1504,48202,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T20:44:00.000Z,NOT APPROVED
A000244,C1583,18929,15349,13953,0.06,24,40,2024-01-04T18:00:00.000Z,true,2024-01-04T18:08:00.000Z,false,null,null
A000245,C1621,37453,33241,27557,0.15,24,33,2024-01-04T18:00:00.000Z,true,2024-01-04T19:12:00.000Z,false,null,null
A000246,C1629,40884,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:28:00.000Z,NOT APPROVED
A000247,C1668,50896,44062,41470,0.06,24,25,2024-01-04T18:00:00.000Z,true,2024-01-04T18:36:00.000Z,false,null,null
A000248,C1670,38298,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:21:00.000Z,NOT APPROVED
A000249,C1674,43655,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:52:00.000Z,NOT APPROVED
A000250,C1698,15566,9040,8766,0.15,24,5,2024-01-04T18:00:00.000Z,true,2024-01-04T20:26:00.000Z,false,null,null
A000251,C1710,12716,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:02:00.000Z,NOT APPROVED
A000252,C1715,44649,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:29:00.000Z,NOT APPROVED
A000253,C1734,52781,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:09:00.000Z,NOT APPROVED
A000254,C1739,52983,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:32:00.000Z,NOT APPROVED
A000255,C1785,13744,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:17:00.000Z,NOT APPROVED
A000256,C1786,17952,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:20:00.000Z,NOT APPROVED
A000257,C1794,56169,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:15:00.000Z,NOT APPROVED
A000258,C1805,54621,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:56:00.000Z,NOT APPROVED
A000259,C1808,30806,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:47:00.000Z,NOT APPROVED
A000260,C1818,53052,32098,30752,0.07,24,15,2024-01-04T18:00:00.000Z,true,2024-01-04T20:06:00.000Z,false,null,null
A000261,C1822,32422,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:44:00.000Z,NOT APPROVED
A000262,C1878,32800,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:54:00.000Z,CLIENT REJECTS
A000263,C1879,22907,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:58:00.000Z,NOT APPROVED
A000264,C1895,63174,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:30:00.000Z,NOT APPROVED
A000265,C1915,9437,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T21:01:00.000Z,NOT APPROVED
A000266,C1928,54194,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:37:00.000Z,CLIENT REJECTS
A000267,C1941,28395,23163,20820,0.06,24,45,2024-01-04T18:00:00.000Z,true,2024-01-04T21:41:00.000Z,false,null,null
A000268,C1948,47133,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T20:21:00.000Z,NOT APPROVED
A000269,C1973,15076,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:22:00.000Z,NOT APPROVED
A000270,C1996,26840,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T18:53:00.000Z,NOT APPROVED
A000271,C2000,65486,0,0,0,0,0,2024-01-04T18:00:00.000Z,false,null,true,2024-01-04T19:51:00.000Z,NOT APPROVED
A000272,C1006,49840,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:20:00.000Z,NOT APPROVED
A000273,C1046,20578,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:54:00.000Z,NOT APPROVED
A000274,C1074,40781,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:07:00.000Z,NOT APPROVED
A000275,C1083,37630,23014,20663,0.07,24,39,2024-01-05T18:00:00.000Z,true,2024-01-05T18:34:00.000Z,false,null,null
A000276,C1112,19174,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T19:04:00.000Z,NOT APPROVED
A000277,C1142,9441,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:31:00.000Z,NOT APPROVED
A000278,C1166,11891,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:58:00.000Z,NOT APPROVED
A000279,C1226,12757,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:04:00.000Z,CLIENT REJECTS
A000280,C1234,14687,12765,11985,0.12,24,13,2024-01-05T18:00:00.000Z,true,2024-01-05T20:09:00.000Z,false,null,null
A000281,C1241,50804,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:38:00.000Z,CLIENT REJECTS
A000282,C1272,28918,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:12:00.000Z,NOT APPROVED
A000283,C1283,45527,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:39:00.000Z,NOT APPROVED
A000284,C1291,50584,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:55:00.000Z,NOT APPROVED
A000285,C1320,26076,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:30:00.000Z,NOT APPROVED
A000286,C1323,70910,49006,39748,0.13,24,43,2024-01-05T18:00:00.000Z,true,2024-01-05T18:04:00.000Z,false,null,null
A000287,C1332,24956,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:17:00.000Z,NOT APPROVED
A000288,C1336,12974,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:32:00.000Z,NOT APPROVED
A000289,C1346,46263,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:25:00.000Z,NOT APPROVED
A000290,C1396,25587,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T19:41:00.000Z,NOT APPROVED
A000291,C1399,23968,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:18:00.000Z,NOT APPROVED
A000292,C1408,47726,35639,30011,0.15,24,30,2024-01-05T18:00:00.000Z,true,2024-01-05T21:33:00.000Z,false,null,null
A000293,C1409,43719,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:18:00.000Z,NOT APPROVED
A000294,C1434,35658,32467,30920,0.08,24,15,2024-01-05T18:00:00.000Z,true,2024-01-05T19:24:00.000Z,false,null,null
A000295,C1443,33329,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:59:00.000Z,NOT APPROVED
A000296,C1451,15627,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:39:00.000Z,NOT APPROVED
A000297,C1494,31303,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T19:10:00.000Z,NOT APPROVED
A000298,C1504,48202,45250,37708,0.15,24,32,2024-01-05T18:00:00.000Z,true,2024-01-05T20:27:00.000Z,false,null,null
A000299,C1525,52714,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:09:00.000Z,CLIENT REJECTS
A000300,C1577,19873,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:22:00.000Z,NOT APPROVED
A000301,C1586,97353,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:52:00.000Z,NOT APPROVED
A000302,C1593,23104,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:39:00.000Z,NOT APPROVED
A000303,C1594,36104,8862,8450,0.13,24,9,2024-01-05T18:00:00.000Z,true,2024-01-05T20:47:00.000Z,false,null,null
A000304,C1615,30255,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:37:00.000Z,NOT APPROVED
A000305,C1625,11076,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:04:00.000Z,NOT APPROVED
A000306,C1645,26382,22307,20051,0.15,24,18,2024-01-05T18:00:00.000Z,true,2024-01-05T20:43:00.000Z,false,null,null
A000307,C1647,8918,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:57:00.000Z,NOT APPROVED
A000308,C1668,50896,4653,4173,0.12,24,23,2024-01-05T18:00:00.000Z,true,2024-01-05T21:17:00.000Z,false,null,null
A000309,C1693,80941,63411,51431,0.13,24,43,2024-01-05T18:00:00.000Z,true,2024-01-05T18:28:00.000Z,false,null,null
A000310,C1708,11695,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:15:00.000Z,NOT APPROVED
A000311,C1725,46305,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:27:00.000Z,NOT APPROVED
A000312,C1732,23724,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:57:00.000Z,CLIENT REJECTS
A000313,C1741,94533,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:30:00.000Z,CLIENT REJECTS
A000314,C1787,50716,23591,23156,0.09,24,5,2024-01-05T18:00:00.000Z,true,2024-01-05T18:14:00.000Z,false,null,null
A000315,C1798,53754,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:10:00.000Z,NOT APPROVED
A000316,C1832,61688,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:45:00.000Z,NOT APPROVED
A000317,C1848,34761,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T20:58:00.000Z,CLIENT REJECTS
A000318,C1862,44955,42834,40251,0.11,24,14,2024-01-05T18:00:00.000Z,true,2024-01-05T20:51:00.000Z,false,null,null
A000319,C1894,12548,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T21:26:00.000Z,NOT APPROVED
A000320,C1915,9437,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T18:15:00.000Z,NOT APPROVED
A000321,C1957,18131,10025,8907,0.07,24,43,2024-01-05T18:00:00.000Z,true,2024-01-05T21:06:00.000Z,false,null,null
A000322,C1971,64217,59405,50791,0.11,24,37,2024-01-05T18:00:00.000Z,true,2024-01-05T18:21:00.000Z,false,null,null
A000323,C1977,12547,10952,10032,0.1,24,22,2024-01-05T18:00:00.000Z,true,2024-01-05T19:00:00.000Z,false,null,null
A000324,C1980,12063,9713,8836,0.14,24,17,2024-01-05T18:00:00.000Z,true,2024-01-05T18:22:00.000Z,false,null,null
A000325,C1999,39495,0,0,0,0,0,2024-01-05T18:00:00.000Z,false,null,true,2024-01-05T19:21:00.000Z,CLIENT REJECTS
A000326,C1009,33775,29668,27802,0.07,24,23,2024-01-06T18:00:00.000Z,true,2024-01-06T19:20:00.000Z,false,null,null
A000327,C1026,27626,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:16:00.000Z,NOT APPROVED
A000328,C1042,66127,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:40:00.000Z,NOT APPROVED
A000329,C1045,32004,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:16:00.000Z,NOT APPROVED
A000330,C1080,34572,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:16:00.000Z,NOT APPROVED
A000331,C1102,16234,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:48:00.000Z,NOT APPROVED
A000332,C1103,60362,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:18:00.000Z,CLIENT REJECTS
A000333,C1104,51802,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:40:00.000Z,NOT APPROVED
A000334,C1132,64702,48923,45194,0.06,24,33,2024-01-06T18:00:00.000Z,true,2024-01-06T21:15:00.000Z,false,null,null
A000335,C1160,60922,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:31:00.000Z,NOT APPROVED
A000336,C1166,11891,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:43:00.000Z,NOT APPROVED
A000337,C1169,22796,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:36:00.000Z,NOT APPROVED
A000338,C1175,50099,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:03:00.000Z,NOT APPROVED
A000339,C1194,42161,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:48:00.000Z,NOT APPROVED
A000340,C1221,38173,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:24:00.000Z,NOT APPROVED
A000341,C1247,65192,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:57:00.000Z,NOT APPROVED
A000342,C1251,22162,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:32:00.000Z,NOT APPROVED
A000343,C1259,49068,36313,35864,0.06,24,5,2024-01-06T18:00:00.000Z,true,2024-01-06T19:40:00.000Z,false,null,null
A000344,C1262,73624,72309,61626,0.08,24,52,2024-01-06T18:00:00.000Z,true,2024-01-06T21:31:00.000Z,false,null,null
A000345,C1267,80636,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:44:00.000Z,NOT APPROVED
A000346,C1272,28918,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:23:00.000Z,NOT APPROVED
A000347,C1288,9753,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:54:00.000Z,NOT APPROVED
A000348,C1295,15599,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:04:00.000Z,NOT APPROVED
A000349,C1302,32439,21275,20555,0.06,24,14,2024-01-06T18:00:00.000Z,true,2024-01-06T19:08:00.000Z,false,null,null
A000350,C1315,24373,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:31:00.000Z,NOT APPROVED
A000351,C1320,26076,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:35:00.000Z,NOT APPROVED
A000352,C1363,44743,42543,38852,0.12,24,19,2024-01-06T18:00:00.000Z,true,2024-01-06T21:27:00.000Z,false,null,null
A000353,C1378,43095,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:09:00.000Z,CLIENT REJECTS
A000354,C1414,51853,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:09:00.000Z,NOT APPROVED
A000355,C1420,8972,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:13:00.000Z,NOT APPROVED
A000356,C1429,39147,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:49:00.000Z,NOT APPROVED
A000357,C1450,69836,45855,35182,0.14,24,52,2024-01-06T18:00:00.000Z,true,2024-01-06T18:19:00.000Z,false,null,null
A000358,C1468,14671,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:24:00.000Z,NOT APPROVED
A000359,C1482,42186,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:47:00.000Z,CLIENT REJECTS
A000360,C1500,34302,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:18:00.000Z,NOT APPROVED
A000361,C1502,11348,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:29:00.000Z,NOT APPROVED
A000362,C1529,44662,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:50:00.000Z,NOT APPROVED
A000363,C1536,65288,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:27:00.000Z,NOT APPROVED
A000364,C1558,29737,13409,11436,0.09,24,46,2024-01-06T18:00:00.000Z,true,2024-01-06T20:15:00.000Z,false,null,null
A000365,C1587,8047,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:07:00.000Z,NOT APPROVED
A000366,C1588,73089,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:50:00.000Z,NOT APPROVED
A000367,C1591,77483,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:45:00.000Z,NOT APPROVED
A000368,C1594,36104,4438,4213,0.08,24,16,2024-01-06T18:00:00.000Z,true,2024-01-06T20:55:00.000Z,false,null,null
A000369,C1600,24026,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:09:00.000Z,NOT APPROVED
A000370,C1602,24674,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:36:00.000Z,NOT APPROVED
A000371,C1603,28880,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:04:00.000Z,CLIENT REJECTS
A000372,C1632,62329,45464,44463,0.06,24,9,2024-01-06T18:00:00.000Z,true,2024-01-06T18:33:00.000Z,false,null,null
A000373,C1635,31437,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:33:00.000Z,CLIENT REJECTS
A000374,C1658,39284,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:17:00.000Z,NOT APPROVED
A000375,C1668,50896,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:26:00.000Z,NOT APPROVED
A000376,C1686,48369,40826,37642,0.07,24,29,2024-01-06T18:00:00.000Z,true,2024-01-06T21:49:00.000Z,false,null,null
A000377,C1711,27266,23946,19156,0.12,24,50,2024-01-06T18:00:00.000Z,true,2024-01-06T18:04:00.000Z,false,null,null
A000378,C1766,44305,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:48:00.000Z,NOT APPROVED
A000379,C1775,39120,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:19:00.000Z,NOT APPROVED
A000380,C1777,17391,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:04:00.000Z,CLIENT REJECTS
A000381,C1800,40276,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:17:00.000Z,NOT APPROVED
A000382,C1824,10644,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:46:00.000Z,CLIENT REJECTS
A000383,C1831,11805,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:14:00.000Z,NOT APPROVED
A000384,C1836,44491,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:15:00.000Z,CLIENT REJECTS
A000385,C1853,22391,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T20:16:00.000Z,NOT APPROVED
A000386,C1855,19178,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:26:00.000Z,NOT APPROVED
A000387,C1860,65448,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:32:00.000Z,NOT APPROVED
A000388,C1877,29598,27693,24864,0.07,24,39,2024-01-06T18:00:00.000Z,true,2024-01-06T21:10:00.000Z,false,null,null
A000389,C1878,32800,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:55:00.000Z,NOT APPROVED
A000390,C1898,28074,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T18:50:00.000Z,NOT APPROVED
A000391,C1905,48527,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:17:00.000Z,NOT APPROVED
A000392,C1931,36936,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:25:00.000Z,NOT APPROVED
A000393,C1955,56173,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T19:35:00.000Z,NOT APPROVED
A000394,C1985,75434,0,0,0,0,0,2024-01-06T18:00:00.000Z,false,null,true,2024-01-06T21:37:00.000Z,CLIENT REJECTS
A000395,C1006,49840,0,0,0,0,0,2024-01-07T18:00:00.000Z,false,null,true,2024-01-07T20:19:00.000Z,NOT APPROVED
A000396,C1007,35827,23688,20246,0.08,24,51,2024-01-07T18:00:00.000Z,true,2024-01-07T21:29:00.000Z,false,null,null
A000397,C1013,72198,0,0,0,0,0,2024-01-07T18:00:00.000Z,false,null,true,2024-01-07T21:38:00.000Z,NOT APPROVED
A000398,C1019,31552,0,0,0,0,0,2024-01-07T18:00:00.000Z,false,null,true,2024-01-07T21:34:00.000Z,NOT APPROVED
A000399,C1024,25687,0,0,0,0,0,2024-01-07T18:00:00.000Z,false,null,true,2024-01-07T19:16:00.000Z,NOT APPROVED
